text,created_at,user,user utc offset,language,lat,id,user time zone,lng,user location
Yolanda plane in the airport. ,1383761391.0,JoralieLyca,,en,,'398271047901798400',Hong Kong,,28800
"Parts of Bicol, Visayas suspend classes, work amid typhoon threat http://t.co/iFjyDmmENt",1383761392.0,kabayanxchng,Philippines and Elsewhere,en,,'398271048111493120',Singapore,,28800
"Parts of Bicol, Visayas suspend classes, work amid typhoon threat http://t.co/uuIAgq0LQg",1383761396.0,GMANewsOnline,Philippines,en,,'398271065064869888',Singapore,,28800
2 storms today: Yolanda and Napoles. Who's fiercer and stronger? Which one will blow us away completely? stay tuned.,1383761396.0,Adam_Genato,Manila,en,14.61615737,'398271065601753089',,121.06144112,
"Good morning everyone! #YolandaPH  please be good to us,.... #keepSafe guys :)",1383761396.0,CoartneyP,Cebu,en,,'398271067677941760',,,
#YolandaPH PRAY guys. stay safe,1383761397.0,kreshwufen,"Philippines, baby  ",en,,'398271071649943552',Pacific Time (US & Canada),,-28800
@BuzzFeedNews Monster Typhoon Yolanda(25th storm of the year) enters Philippines &amp; is growing stronger. http://t.co/TJJioRqTVm #stormageddon,1383761400.0,DES_perate,SECRET,en,,'398271085151408128',Hong Kong,,28800
Bohol is now under storm signal number 1. #YolandaPH,1383761402.0,leoudtohan,"Bohol, Philippines",en,,'398271091648364544',Pacific Time (US & Canada),,-28800
"""@xtianbautista: Let's all pray for the typhoon to stop !""",1383761405.0,winlovedanao,"Marikina City, Philippines",en,,'398271103119802369',Pacific Time (US & Canada),,-28800
Pray for the Philippines. :) #YolandaPH,1383761408.0,HiYander,"Tacloban City, Philippines",en,,'398271115337805824',Pacific Time (US & Canada),,-28800
"@trinakbot ngadto na kita, Yolanda is giving us a chance to be with Atom before she strikes lol",1383761409.0,imajinaryfriend,tacloban city,en,,'398271122153541632',Alaska,,-32400
getting ready for the supertyphoon. prayers please. #Leyte,1383761412.0,roymanuelespina,,en,,'398271133587214336',Alaska,,-32400
watching yolanda: the marathon,1383761412.0,Blaise_GT,,en,,'398271133692071938',,,
"Goodbye, innocent trees. Because my paranoid mom had to... #YolandaPH http://t.co/jChlE5KszD",1383761413.0,TinEnerio,,en,,'398271139577073664',Pacific Time (US & Canada),,-28800
"Yolanda will hit Central Visayas at 1-2pm. After the earthquake, typhoon and now a super storm- what doesn't kill you makes you stronger.",1383761414.0,cookieeecaramel,sunflower field,en,,'398271140574937088',Alaska,,-32400
#Typhoon #Haiyan just hit the place where practically all my relatives live. I hope they're okay.,1383761415.0,NinjaAssassin05,I'm tasting the rainbow,en,,'398271147940122624',,,
"dear BAGYONG YOLANDA, i still have my best and most powerful armor ever and that's PRAYER.",1383761418.0,BoveeColley,,en,,'398271161143799808',Arizona,,-25200
lumalaki si ST yolanda. people from bulacan (including M.M.) down to CDO (everything in between) need to watch out! stay face everyone!,1383761419.0,dennisuy,,en,,'398271163052220417',Hong Kong,,28800
There a super typhoon coming here am prepared some things alway prepared  :((,1383761419.0,Gerilyn18,Hey guys follow  me on twitter,en,,'398271164130156546',,,
RDRRMCIV-A emergency mtg update:discussions on the updates and current situation: TY Yolanda. l @ocd_calabarzon  @maricarcinco @dennis_datu,1383761421.0,ocd_calabarzon,"Camp Vicente Lim, Laguna.",en,,'398271172283863040',Beijing,,28800
"2 super typhoons actually. One's Pork Barrel Scam, the other's Yolanda. And we should all brace ourselves for every scary possibility.",1383761422.0,mariellefranzes,,en,,'398271175333117952',Singapore,,28800
"Yolanda, stop crying.",1383761425.0,dimmehh,Republic of the Philippines,en,,'398271186464817152',,,
who is more powerful YOLANDA or JANET? @ABSCBNNews @jeffcanoy @gmanews @cesdrilon @Karen_DaviLa,1383761426.0,onatp,Lipa City,en,,'398271192131309568',Taipei,,28800
Yolanda papulia ko anay sa MNL tapos you have my permission to release hell,1383761427.0,dkojastro,,en,,'398271197579722752',Hong Kong,,28800
Track of Typhoon #YolandaPH also don't forget to read http://t.co/5YFEFiCrQR http://t.co/0v1Fx8n5Kq,1383761428.0,shenbrood,"Manila, Philippines",en,,'398271201430106112',Hong Kong,,28800
Will #YolandaPH hit Baguio this weekend? @dost_pagasa,1383761429.0,patriciadennise,MNL,en,,'398271204210905088',Hong Kong,,28800
"Update:Hourly Update: #YolandaPH(08AM November 7, 2013)The eye of Typhoon YOLANDA was located at 712 km... http://t.co/2XZVnorsZT",1383761429.0,MissAArida,,en,,'398271206232956928',Beijing,,28800
Let's all pray for the Phil. #yolanda,1383761430.0,reginstravels,,en,,'398271207570550784',Bangkok,,25200
" RT @mr_retweetking: I HATE UUUUU RT @MsNaeemahB: ""Sexy niggas wife dog face bitches and have puppy kids ""Yolanda Adams",1383761434.0,K_Dot_Aleesha,Baltimore,en,,'398271226957021184',Quito,,-18000
"First heavy rains for the day..10:11am Caluboan, Leyte #YolandaPH",1383761442.0,HsienHsienHe,,en,,'398271260083232768',Beijing,,28800
"""@xtianbautista: Let's all pray for the typhoon to stop !""",1383761442.0,YEYEsyow,Planet Earth,en,,'398271261417013248',Pacific Time (US & Canada),,-28800
keep safe everyone.. #YolandaPh http://t.co/0zeJN5CJ9Z,1383761443.0,jangortiz,"Manila, Philippines",en,,'398271261895589888',Alaska,,-32400
Earthquake then typhoon? whats next?Be safe Guys and pray  #YolandaPH,1383761445.0,jeremyongsee,,en,,'398271270950670337',,,
A rare fail by Heenan on commentary - he called Typhoon 'Tugboat'! #RoyalRumble,1383761446.0,IrishBeast78,"Barnsley, United Kingdom",en,,'398271275828641792',London,,0
Please be safe for the super typhoon heading the Philippines tonight. #YolandaPH,1383761448.0,LesylME,Nowhere to be seen. ,en,,'398271286599622656',Hong Kong,,28800
"#PrayForThePhilippines  #philippines #TyphoonYolanda .. help us pray for our country. Lord sana po lumihis ang bagyo, sana po..",1383761448.0,ManesaDuarte,,en,,'398271282988331008',,,
Witty. Hopefully she'll listen.   RT @superstarmarian: my meseyj to YOLANDA is may You Only Leave And Never Destroy Anything #YOLO,1383761452.0,jimvicdy,"Cebu, Philippines",en,,'398271301078376448',Taipei,,28800
". . Stay Dry, Be Safe Every0ne! #YolandaPH",1383761455.0,ac_abs,Cagayan de Oro CIty,en,,'398271313506103296',Hong Kong,,28800
good morning. let's all pray and ask for Ina's protection from this super typhoon. may God spare us from Yolanda's rage. be safe everyone,1383761457.0,Gazelleoo,Naga City Phil.,en,,'398271321739522048',Alaska,,-32400
if flight will not be cancelled tomorrow irdk if i should still go tbh i'd rather be stuck here with my family during the typhoon,1383761457.0,takemebaek,pilipinas,en,,'398271322976813056',Singapore,,28800
Good morning! Stay safe people! #YolandaPh ,1383761458.0,vans4sure,Republic of the Philippines :),en,,'398271325841551360',Kabul,,16200
Flight cancelled. Thank you Yolanda. T_T,1383761458.0,OhWeLoveDara,,en,,'398271324772003841',Beijing,,28800
Super typhoon #yolanda Keep safe everyone :),1383761458.0,jamsysupsup,BACOLOD CITY,en,,'398271327456346112',Alaska,,-32400
#YolandaPH KEEP SAFE:),1383761458.0,BeltranHazel,,en,,'398271328551063552',Beijing,,28800
@skidimarie swimming prac for the typhoon ate han?,1383761460.0,highclintonii,philipines,en,,'398271336088215552',Alaska,,-32400
"As Typhoon Yolanda enters the Philippine area of responsibility, it is best to be informed, updated and... http://t.co/ie04jyAYls",1383761465.0,TrueValuePh,"Manila, Philippines",en,,'398271356657102849',Alaska,,-32400
"""The MOST POWERFUL cyclone on the planet today"" is gonna hit Philippines. Let's brace ourselves, keep safe, and pray. #YOLANDA",1383761468.0,LoyzSuamen,Philippines,en,,'398271369059655682',Hong Kong,,28800
Sea vessels take refuge at Tacloban shores in anticipation of Yolanda onslaught. http://t.co/pgYwC8V0Sn,1383761470.0,tiu_olive,,en,11.25240137,'398271377414701056',,125.00392132,
Good morning :)) #YolandaPhPlease be safe. God bless.,1383761471.0,Glebonie,PHLDVO-PNB 8105 #BOSS,en,,'398271382506598400',Arizona,,-25200
I hope typhoon Yolanda wont get on my way these two days coming cos straight 16 hours spent at the hospital is not a good idea.,1383761472.0,YamSoFly,Philippines ,en,,'398271384746348544',Alaska,,-32400
Take care people from leysam .. #typhoon #yolanda is comming... Starting to make #skyCry,1383761480.0,khaaykhaay,,en,,'398271420590870529',Beijing,,28800
Severe Typhoon Haiyan exploding in power on path towards Philippines http://t.co/h4DSDMDRhJ | my goodness! O_O,1383761482.0,venizzz,"Manila, Philippines",en,,'398271427620503552',Kuala Lumpur,,28800
enough of this Yolanda chuchu. Napoles na muna.,1383761487.0,TheJoanMari,Philippines,en,10.79697113,'398271446889160704',Hong Kong,122.98209843,28800
guys plsss pray for us that the typhoon will not pass to us....  :(,1383761490.0,JoePama,,en,,'398271462500335616',,,
preparing for bagyong Yolanda Emergency Response Team #Redcross #firstaider#143#yolanda http://t.co/rNiIORdAWk,1383761490.0,analisachaves,Phillipines,en,,'398271462701662208',Hong Kong,,28800
Good Morning. Since our place is already in Signal #1 for the Upcoming Super Typhoon Yolanda. The people here in... http://t.co/fAWZ4boyh6,1383761491.0,OtepClementes,Cagayan De Oro City,en,,'398271464253558784',,,
#YolandaPH take care fellow country men!,1383761492.0,SquishyKishyy,"Iloilo City, PH",en,,'398271470448541696',Singapore,,28800
Hey PH. Brace yourself! Ill be praying for ya! #YolandaPH,1383761495.0,tidus08,Spira,en,,'398271481546698752',Pacific Time (US & Canada),,-28800
Typhoon Track as of 8AM http://t.co/XDchvi3iGC,1383761499.0,PanahonTV,Philippines,en,,'398271500857266176',Beijing,,28800
Helloe :) im Afraid  #YolandaPH,1383761499.0,kimyam21,,en,,'398271500022587394',,,
no rain yet. slightly heavy winds lang. #catarman #northernsamar #samar. #Philippines #typhoon #yolanda http://t.co/TcVjwPYkF7,1383761502.0,IamChefBOO,Philippines,en,,'398271511725113344',Hong Kong,,28800
10am Supertyphoon YolandaLORD HAVE MERCY ON US!#yolandaph #haiyan #supertyphoon #yolanda http://t.co/vDsxANi6bD,1383761503.0,mong06,philippines,en,,'398271515009245184',Beijing,,28800
@adnuSSG: Ateneans! Let's get ready for #YolandaPHPray and Prepare. Please RT! http://t.co/1hsaTcaWo5,1383761509.0,rodescalada,Metro Manila,en,,'398271542808694784',Singapore,,28800
"Weather UpdateU.S. National Hurricane Center: A Category 5 hurricane/typhoon, like Yolanda (Haiyan) would cause... http://t.co/6IC50urEKU",1383761509.0,leolastimosa,"Cebu, Philippines",en,,'398271542242869248',Hong Kong,,28800
@aheartafterGod: What a day: #Napoles + #YolandaPH.  I wonder what's in store for us today during the hearing.,1383761511.0,aheartafterGod,,en,,'398271548965941248',Singapore,,28800
God Bless Philippines #YolandaPH,1383761512.0,SquishyKishyy,"Iloilo City, PH",en,,'398271551998394368',Singapore,,28800
Super Typhoon Yolanda is COMING ! #sad,1383761512.0,IISPIILheA,cebu city,en,,'398271551843205120',Beijing,,28800
Cramming like its the end of the world! Raaarrr #yolandaPh (@ Mary Kay Head Office) http://t.co/WAeSzJqYGJ,1383761514.0,ealapay,"Prosperidad, Agusan del Sur",en,7.06769554,'398271561297580032',Kuala Lumpur,125.60743519,28800
"latepost (with Yolanda, Aning, and 4 others) [pic]  https://t.co/XJbpeEudqX",1383761516.0,sandrafameyla,"T: 0.472717,101.412419",en,0.5128900000000001,'398271570944090113',Pacific Time (US & Canada),101.45758,-28800
my timeline:*1D related*janet lim napoles*yolandaph*vevo,1383761517.0,pakwaniall,,en,,'398271575775924225',Beijing,,28800
extremely catastrophic super typhoon,1383761518.0,lhynmayyy,"Naga City, Philippines",en,,'398271579924496384',Pacific Time (US & Canada),,-28800
"A Super Typhoon is headed towards the Philippines as we speak...Welp, there goes my perfect and sunny weekend...",1383761520.0,TheWhiteRyuu,"Manila,Philippines",en,,'398271585368305664',Singapore,,28800
@akimotooo726 still fine..typhoon has not yet arrived..,1383761524.0,kazusheya,,en,,'398271602946617345',,,
"Yolandaaaa  RT @mr_retweetking: I HATE UUUUU RT @MsNaeemahB: ""Sexy niggas wife dog face bitches and have puppy kids ""Yolanda Adams",1383761524.0,LoveScorpio89, or ,en,,'398271602183643136',Eastern Time (US & Canada),,-18000
"Let us be geared Filipinos. Geared with prayers, hope, love, helping hand and most esp. Faith.. #YolandaPH",1383761525.0,JuniDayrit,PH,en,,'398271607804022784',Pacific Time (US & Canada),,-28800
"Stay safe, everyone! Best to stay alert and prepared at these times. #YolandaPH",1383761525.0,ALASKAsportshub,Philippines,en,,'398271608538021888',Hong Kong,,28800
"Super Typhoon Threatens Philippines, winds of 150 mph. Stay safe! (predicted 1/20/13) http://t.co/xTPUkjh5UO",1383761526.0,PSYCHICTWINS,"Los Angeles, Ca",en,,'398271611947610112',Pacific Time (US & Canada),,-28800
I'm a miss Yolanda so much while I'm away,1383761530.0,Cudi_Montana,,en,,'398271626820993024',Central Time (US & Canada),,-21600
Yolanda Adams - Day By Day : #NowPlaying On http://t.co/AZCtyWMuM4 - Gregory G. Curtis,1383761533.0,msruck,"Knoxville, Tennessee",en,,'398271642918739968',Eastern Time (US & Canada),,-18000
Pls spare us #YolandaPH #typhoon bless us Lord,1383761533.0,marsflorete3,philippines,en,,'398271640607264769',Hong Kong,,28800
"""@SeanOfficial_TD: Let's pray for visayas #YolandaPH""",1383761544.0,OhhhShasha,Paris,en,16.4140774,'398271687352782848',Hawaii,120.5954967,-36000
A day of women! Yolanda and Janet Lim Napoles! Hello Philippines!,1383761547.0,hansard123,,en,,'398271701370167296',Beijing,,28800
Can you please give us a break Yolanda?,1383761548.0,KaraVillarosa,Only place I call home,en,,'398271702250962944',Alaska,,-32400
Haiyan  known as Yolanda in the Philippines  is likely the strongest storm to form on the planet this year.... http://t.co/54eHezSOnC,1383761548.0,yetilim,"Davao City, Philippines",en,,'398271706160046080',Singapore,,28800
#Mindoro will be lashed out by #supertyphoon #Haiyan with strong winds and rain at 13:00 PST (UTC+8) tomorrow. http://t.co/rygcQwN493,1383761554.0,WinoKalfan,4001.PH | 6000.AUS | A1A.CA ,en,,'398271729602007040',Perth,,28800
"Typhoon Yolanda, I'm scared now. plssss go away!",1383761556.0,dLaughingHyena,Bacolod City,en,,'398271736895918080',Singapore,,28800
I can already feel super typhoon's coming!,1383761556.0,ritchelmanching,Queen City of the South,en,,'398271737059504128',Singapore,,28800
"Ohayo minna~!We don't have class today because there's a typhoon.So for those people who is in Vietnam, take... http://t.co/dWxDnqSyDs",1383761562.0,maimistyrose,Philippines,en,,'398271763119083520',,,
"As the typhoon nears, let's learn a few Bisaya words for emergencies from our friends at Istoryang Binisaya. :) http://t.co/q5kKSCjuKU",1383761563.0,halohaloworld,Digital Library for Kids,en,,'398271766285787136',Beijing,,28800
Hope #YolandaPH wouldn't be too detrimental for anyone. Keep safe Filipinos.,1383761563.0,MikoGuda,Philippines,en,,'398271767401078784',,,
"RT @Trololora: Pork Barrel, Flood, War, Linog, Yolanda.What happened to 'It's more fun in the Philippines?' :(",1383761564.0,jamesnats,Cebu City,en,,'398271771402452993',Hong Kong,,28800
"#YolandaPH and #Napoles, you are both not welcome!",1383761565.0,eleaned,Somewhere down the road,en,,'398271775273803776',Hong Kong,,28800
"@PhilippineStar @PIABOHOL NGCP choppers,transpo on standby lest #YolandaPH brings down transmission line &amp; roads become impassable",1383761566.0,angeline0202,"Tagbilaran City, Bohol",en,9.65079357,'398271779040284672',,123.85407657,
"For me,  it's ok if #Napoles stays as long as #YolandaPH goes away!! :(",1383761569.0,rio_kristine,,en,,'398271793519030272',Singapore,,28800
Oh My God! Yolanda please :(,1383761571.0,GDalion,Lapu-Lapu City Cebu,en,,'398271798976208897',,,
I feel like I'm the only one who's really panicking about the supertyphoon :/,1383761572.0,princessweirdoo,,en,,'398271803404980224',Pacific Time (US & Canada),,-28800
I'm not afraid of any typhoon ..... I have a GOD stronger than any of it ................,1383761577.0,TheJouleofJuls,"Birmingham, United Kingdom",en,,'398271826557550592',Central America,,-21600
"Dear God, TS Yolanda is going to the path where my special ones are residing. Please keep them safe and protected from its wrath...",1383761579.0,sweetquidz,Philippines,en,,'398271835495620609',Beijing,,28800
Let's all pray for everyone's safety. #YolandaPH,1383761585.0,JireYeah,Philippines,en,,'398271861034717185',Beijing,,28800
RT @superstarmarian my meseyj to YOLANDA is may You Only Leave And Never Destroy Anything #YOLO,1383761586.0,mawisingsjazz,N 1437' 0'' / E 12110' 0'',en,,'398271863928786944',Alaska,,-32400
Super Typhoon Rages Toward Philippines http://t.co/GncB1MP8XZ via @HuffPostWorld,1383761587.0,mannyvillaluna,Vancouver BC,en,,'398271868257320960',Pacific Time (US & Canada),,-28800
"TYPHOON ALERT/PIA 7:During typhoon, public urged to boil water for 20 min. in case no safe drinking water available.",1383761588.0,PIACentralViz,Cebu,en,,'398271873726685185',Alaska,,-32400
I have never anticipated Janet Napoles testifying in the Senate today. More intense than the coming of Typhoon Yolanda @gmanews,1383761589.0,BrynnersonCepe,,en,,'398271876247461888',Tokyo,,32400
Let's all pray hard for everyone's safety and typhoon #YolandaPH will not bring further damage in Southern &amp; Easter Visayas regions,1383761589.0,PaoGelo21,"Calamba, Laguna",en,,'398271875580559360',Beijing,,28800
Keep safe folks. :) #YolandaPH,1383761592.0,kukusolmerano,District 12,en,,'398271887936983040',Amsterdam,,3600
Rainy Morning :) Let's pray to God so that he will protect us :) #no #classes #strong #typhoon #Yolanda http://t.co/KbhxloSroD,1383761593.0,preciousbongato,Caasinan  City of Cabadbaran,en,,'398271891791949825',Arizona,,-25200
warning to low lying areas and the coastal areas.... tide will be high when storm Yolanda hits landfallbe... http://t.co/eYCp2NjRKq,1383761596.0,paul_rpaul,,en,,'398271905415061504',,,
"Dear God, protect us from the super typhoon yolanda. Let no harm come upon us and the people we love. Pray for our country. #YolandaPH",1383761596.0,appleflorin,philippines,en,,'398271907025272833',,,
@kookyblyth even so. Strongest typhoon on earth bya si YOLANDA. Na CNN pa sya! We're safe also :),1383761601.0,alonah1223,"8.4833 N, 124.6500 E",en,,'398271927589949440',Taipei,,28800
"Cancelled our trip to Iloilo because of the typhoon. Paniraaa -,-""",1383761610.0,YeeahItsBianca,"Pob. New Washington,Aklan ",en,,'398271965179281408',Beijing,,28800
GOODMORNING :))for hourly weather updates on MANANG YOLANDA please check out the DOST-PAGASA page :))papa... http://t.co/8YKafDmQ13,1383761621.0,kEYeYCHieM,"Poblacion, Bilar, Bohol",en,,'398272010414870529',Beijing,,28800
Keep safe everybody :) #yolanda,1383761623.0,itsvinaofficial,Guiuan E. Samar,en,,'398272019524882432',Pacific Time (US & Canada),,-28800
@MathiasAnderle Mathias I love you please pray for us here in the Philippines . SUPER TYPHOON is striking us,1383761627.0,displacedbone,,en,,'398272036356628480',Mid-Atlantic,,-7200
Good morning! Keep safe everyone. God bless. #YolandaPH,1383761628.0,jenyhian,Philippines,en,,'398272039988895744',Beijing,,28800
Let us all pray for eeryones safety.. #YolandaPH,1383761630.0,chinke_may,Escalante City,en,,'398272047052099584',,,
.. cuz I need some cold drinks for my typhoon hangover :)#ICebattleMILO#supercoldMilo#breakfast http://t.co/lN7tWKqJo7,1383761635.0,bBgie6,,en,,'398272069521379328',Alaska,,-32400
"#SchoolMode But hey, Yolanda, if you can like, suspend the start of classes, please make it ASAP. #KulangAngSemBreak *yawns",1383761638.0,te0nat,PH,en,,'398272083794202625',Singapore,,28800
"Since I'm at work and can't watch the telly, I'm monitoring my twitter timeline for today's big news on Napoles and Yolanda.",1383761642.0,miss_alcalde,Hogwarts,en,,'398272099640279040',Hong Kong,,28800
#pray for the #philippines #YolandaPH God Bless!,1383761643.0,theeeeiiii,DVO,en,6.49870963,'398272102404337664',Alaska,124.86229455,-32400
Bring it on #YolandaPH .. Im ready for this shit,1383761644.0,LnrdoFidelity,Taguig PH,en,,'398272105168396288',Alaska,,-32400
"RT ""@inquirerdotnet #YolandaPH countdown in today's @cebudailynews. Full issue http://t.co/cWI0PtnoFQ  http://t.co/LqpNuT0pA9""",1383761651.0,CDRRMOIMUS,City of IMUS,en,,'398272135757455360',Beijing,,28800
7 areas placed under signal No. 2 as Supertyphoon Yolanda gathers strength http://t.co/3SljMmYdEv,1383761651.0,Manindigan,"Quezon City, Philippines",en,,'398272134294032384',Taipei,,28800
Janet and Yolanda! Coincidence lang?):,1383761652.0,ollirdnaidur,in the middle of nowhere,en,,'398272139758813185',Alaska,,-32400
"As of 8am, eye of #YolandaPH located at 712km east of Hinatuan, Surigao Del Sur. Get hourly updates from @dost_pagasa, or track the hashtag.",1383761652.0,philredcross,Philippines,en,,'398272140006281216',Hong Kong,,28800
Ryan and Yolanda are gonna get married watch,1383761652.0,ItsBlends,California,en,,'398272141138751488',,,
"""Haiyan is probably the most powerful storm on the Earth"" http://t.co/VkW6wyrYbj",1383761653.0,EmreKelly,Florida's Space Coast,en,,'398272146709172225',Eastern Time (US & Canada),,-18000
"Rain, rain, rain... guess the typhoon's here...",1383761655.0,jiimBones,Philippines,en,,'398272155126755328',Hong Kong,,28800
Another super typhoon approaching Philippines. Hoping for all my family's safety back in the motherland!,1383761657.0,RaeDayday,,en,,'398272163406295042',Atlantic Time (Canada),,-14400
"Antos ug andam, Sugbo! Don't let the calm keep you complacent! Check emergency kits and water supply. #YolandaPH",1383761658.0,KaeBatiq, JPN  CEB,en,,'398272163779588097',Irkutsk,,32400
Severe Typhoon Haiyan exploding in power on path towards Philippines http://t.co/smBTR7xlW9,1383761660.0,Indio_Man,Philippines,en,,'398272175695618048',Bangkok,,25200
"Dear CFC Family,In the midst of the threat of another super typhoon (Code name Yolanda, International name... http://t.co/GzUrv2JELB",1383761662.0,SFCGLOBAL,,en,,'398272182012215296',,,
Jordans. Perfect rain boots for Yolanda. Haha.,1383761663.0,markmagbanua__,"Bacolod City, Philippines",en,,'398272185665470464',Alaska,,-32400
"@ChooseTattoo For best UX satisfaction, easily opt for #TattooLTE 1Device&amp;Powerbank for uninterrupted #MobileWiFi even w/ #YolandaPH inbound",1383761664.0,molavefinds,Makati CBD 1226,en,,'398272191776583680',Hong Kong,,28800
Alright Yolanda is now flaunting what she got so we better get ready too.. keep ur faith and prepare ur stilletos... http://t.co/HKVgUZm2w5,1383761667.0,Crizzieshoess,Nabas Aklan Philippines,en,,'398272205470957570',Singapore,,28800
"""Typhoon Yolanda is expected to landfall tomorrow here in North Leyte. Travelling 256kph, wherein it can lift a bulldozer."" WOW",1383761668.0,baninieee,"Tacloban City, PH",en,,'398272208801239041',Alaska,,-32400
With Christ in my vessel I can smile at the #stormbetter backoff #yolanda.we have super#God,1383761669.0,MEmerLA,Somewhere over the rainbow:-*,en,,'398272212227993600',Alaska,,-32400
"For your Info: Super Typhoon ""Mike"" a.k.a Ruping Formed: Nov.5,1990Dissipated Nov.18, 1990Damage: U.S$ 220... http://t.co/wIWxK2TCTg",1383761671.0,searide,"Sabang,Puerto Galera,Phils.",en,,'398272218377256960',Perth,,28800
"Super typhoon is like a new movie in the cinema. Everybody is waiting and preparing it once it shows up. D difference, people r not excited.",1383761672.0,ritchelmanching,Queen City of the South,en,,'398272223296757762',Singapore,,28800
175 Mph Super Typhoon Haiyan Bears Down on Philippines http://t.co/e62W1SsTpW,1383761673.0,FantasyScribe,,en,,'398272229466599425',Eastern Time (US & Canada),,-18000
im gonna be inactive bc there's gonna be a typhoon so maybe no electricity,1383761682.0,mashtonarryy,michael+band acct/4 || tbci,en,,'398272268330995712',Pacific Time (US & Canada),,-28800
@BrandonPulido Brandon I love you please pray for us here in the Philippines . SUPER TYPHOON is striking us,1383761683.0,displacedbone,,en,,'398272271053115393',Mid-Atlantic,,-7200
Hit us hard. Hit us hard. #YolandaPH #gamefaceon,1383761685.0,InJustificated,Latter-day Saint ,en,,'398272280435781632',Alaska,,-32400
Keep safe everyone :) #Yolanda,1383761685.0,aira_shyne,"Perth, WA",en,,'398272279366205440',Beijing,,28800
"I went to d northern part of leyte yesterday,everyone s getting ready for the super typhoon,u can see that pipol are scared #YolandaPH#pray",1383761685.0,jenefferpurp,philippines,en,,'398272277109698561',Hong Kong,,28800
Please pray for our country. May God bless us all.  #YolandaPH,1383761686.0,itsmhielsaga,"Makati, Philippines",en,14.54071168,'398272282138640384',Hawaii,121.01491353,-36000
media should focus more on #YolandaPH and not on the circus with #Napoles in the Senate.,1383761690.0,RonaldCSandoval,,en,,'398272299612139520',,,
"Check out this image of Super Typhoon Haiyan.  This monstrous storm is heading for the Philippines, with winds... http://t.co/bFh0EGKKEv",1383761691.0,1stHandWeather,"Norman, OK",en,,'398272304251432960',Eastern Time (US & Canada),,-18000
Praying is not the last option... its our only option. #YolandaPH,1383761691.0,rhandz,,en,,'398272302283890688',Taipei,,28800
Entire nation on alert as Yolanda barrels towards Friday landfall http://t.co/4BJjGLL3FW via @gmanews,1383761692.0,jhazs02,,en,,'398272310311796736',,,
Let us now prepare ourselves for the coming typhoon #Yolanda it is better to react now..,1383761694.0,Deirectioner,"manila,Phillipines",en,,'398272316972339200',Beijing,,28800
I hope #YolandaPH will not leave much damage. Let's all pray for our country.,1383761698.0,joyceecrnl,Philippines,en,,'398272333091069952',Singapore,,28800
Please Pray for Visayas #YolandaPH,1383761698.0,kalyN_oNipz,Cebu,en,,'398272332411588608',Beijing,,28800
KEEP SAFE #YolandaPH,1383761698.0,pringulettaLM,Bacolod city,en,,'398272332197666816',Beijing,,28800
"Don't just pray and do nothing. Prepare, be alert and pray! Help yourselves before blaming nature, God, and everyone else. #YolandaPH",1383761699.0,naracelle,Manila | Singapore | Korea,en,,'398272337595731969',,,
"@cookme25 BE A MAN, WITH ALL OF THE FORCE OF A GREAT TYPHOON",1383761700.0,Devonguy122,,en,,'398272343165784064',Central Time (US & Canada),,-21600
"Let us all pray to the Almighty to take control of the coming super typhoon #YolandaPH.  God with your mercy, we ask you to calm the storm.",1383761703.0,TrinityUofA,Quezon City Philippines,en,,'398272354926616576',Beijing,,28800
"Seriously if our dog gives birth today, Im naming the puppy Yolanda.",1383761707.0,SeaTurtlesMate,,en,,'398272371468943360',Pacific Time (US & Canada),,-28800
Getting ready for you Yolanda,1383761707.0,Lakanbugtali,Quezon,en,,'398272371099836416',Singapore,,28800
"BE safe, be informed, be prepared #yolandaph https://t.co/xSoGTTmlN2",1383761714.0,smcitybaguio,"Luneta Hill, Baguio City",en,,'398272401927962624',Beijing,,28800
"in consideration of the threat of super typhoon yolanda, we are opening our page to photo contributions from all... http://t.co/53Njk9b9b4",1383761716.0,surigaotv,surigao del norte,en,,'398272408274341888',,,
"Via @MBEllalyndeVera: PAGASA: As of 8 am, the eye of typhoon Yolanda (Haiyan) was approximately 712 km east of Hinatuan, Surigao Del Sur",1383761716.0,manila_bulletin,"Manila, Philippines",en,,'398272408114589696',Beijing,,28800
"PAGASA: 'Yolanda' has strong, damaging winds http://t.co/kE9t4IxK9f",1383761718.0,jhengmiranda,Pampanga Philippines,en,,'398272415718854656',Hong Kong,,28800
It couldn't be more timely. Napoles in the Senate and a big typhoon is coming. Is she dropping the big shit? #Napoles,1383761721.0,karlsdomain,,en,,'398272430415695872',Alaska,,-32400
"no class, they say.there'll be a typhoon, they say. http://t.co/8ijQudS0va",1383761721.0,leMarshWiggles,"Cair Paravel, Narnia",en,,'398272427790049281',,,
YOLANDA FOOL!!,1383761723.0,rg14dags,,en,,'398272437143351296',,,
"Weather UpdateU.S. National Hurricane Center: A Category 5 hurricane/typhoon, like Yolanda (Haiyan) would cause... http://t.co/MbgFkXBF73",1383761727.0,JersonLSumahit,,en,,'398272456580149248',Beijing,,28800
"Trust God and everything will be alright!  YOLANDA, mas powerful simu si GOD!",1383761728.0,oneofakinDETH,Sa ilalim ng Saya ng Nanay Mo.,en,,'398272458764984321',Singapore,,28800
Janet and Yolanda. God help the Philippines. #typhoon #scamqueen,1383761733.0,jhuaSy,philippines,en,,'398272479061213184',Hong Kong,,28800
